,feature,importance
6,interaction_entropy,0.18887717664062087
4,response_time,0.1823185057580469
1,fear_trigger_score,0.18179728219915145
3,trust_manipulation_score,0.18138230671096472
0,urgency_score,0.18018323979613732
5,message_frequency,0.06511155742430576
2,authority_claim,0.020329931470773065
