user_energy
9.026515
8.710304
6.888139
10.926543
13.963947
15.799744
8.911928
12.631609
2.8527873
17.09712
13.42596
15.573059
5.7923493
2.9086874
3.1053336
13.051895
15.362274
11.615587
4.908762
11.795908
19.127396
19.379488
23.346537
13.673931
12.529188
6.624281
17.018972
13.763193
9.883106
9.951244
14.52794
3.9108934
15.02971
9.073355
9.633101
13.005928
10.745194
16.511297
9.623535
5.022762
12.813874
6.441069
8.296122
13.477163
12.660067
13.982083
5.288458
9.291734
9.211008
17.11382
12.701164
13.7773
11.192564
15.7184925
14.871063
18.420647
14.262426
12.089472
15.21483
13.661876
3.137801
15.07486
13.377547
11.108078
13.278567
16.663048
7.6728463
7.6161547
10.480738
20.821653
14.941478
13.565466
5.374035
13.316143
15.780503
15.686992
16.880238
15.996348
7.896648
3.0514214
10.478553
16.538641
12.62887
22.31078
13.227017
15.094189
21.55008
6.419283
18.605501
15.287712
8.143141
14.348401
10.555731
12.152651
4.0871873
10.736302
2.866903
11.490815
9.009617
12.037771
6.85624
7.4238615
10.845492
17.242224
21.21712
12.420409
16.711512
18.700645
18.632036
16.901024
17.063559
12.575276
10.159008
15.965966
9.935821
12.721236
8.080285
10.022005
17.178608
14.009641
13.1052
15.708404
17.826756
11.218846
18.60474
11.870104
7.258945
6.1877537
10.4860325
12.131432
14.987507
7.9333467
10.548639
15.000997
12.752087
4.6337113
5.355339
16.299633
12.1660385
21.761497
4.762534
11.913239
17.029514
3.8696847
5.093808
16.519032
22.082945
11.297804
15.785816
22.985909
10.172606
10.089885
8.902095
4.3382597
7.2449484
16.853697
21.518688
8.270926
10.812906
13.254523
16.14624
16.325321
6.457133
8.496655
17.015778
10.3984165
9.26274
5.69783
16.775282
9.025419
19.734957
3.6738355
13.440477
16.735323
11.313295
18.588413
5.0289245
17.857811
17.598959
12.235018
14.846681
5.376404
12.615725
14.80824
11.630474
3.8265243
7.6845407
12.942997
9.421048
15.049223
17.218477
12.851885
14.955159
18.649706
16.170496
3.004028
4.131658
15.491246
15.217293
9.294092
6.800708
13.195851
7.6195984
10.213029
11.848223
11.571266
10.977971
12.8160925
8.982193
14.693979
14.189947
11.566176
7.2182584
18.090185
15.535217
15.960296
5.0993996
9.49788
2.6810408
6.120656
6.000216
15.706331
3.962172
14.410241
14.799086
9.202023
2.8887799
14.983609
6.777781
6.8526783
20.966345
5.119999
13.988433
10.472046
9.559236
3.0708482
20.259996
14.608612
12.749683
10.916004
5.770979
10.152916
11.70599
10.844738
